id,firstName,lastName,age,gender,email,lat,lng,country,fav_category_in_cart
44,Scarlett,Wright,26,female,scarlett.wright@x.dummyjson.com,-58.699428,143.479322,Unknown,
45,Lincoln,Kelly,30,male,lincoln.kelly@x.dummyjson.com,59.268321,-30.466022,Unknown,
46,Hannah,Robinson,29,female,hannah.robinson@x.dummyjson.com,3.84181,-33.501862,Unknown,
47,Nicholas,Bailey,35,male,nicholas.bailey@x.dummyjson.com,2.340163,-34.156688,Unknown,
48,Luna,Russell,27,female,luna.russell@x.dummyjson.com,81.64788,179.922909,Unknown,
49,Jacob,Cooper,31,male,jacob.cooper@x.dummyjson.com,75.201414,-106.866138,Canada,
50,Stella,Hughes,33,female,stella.hughes@x.dummyjson.com,-29.825372,116.639085,Australia,
51,Eli,Bennett,29,male,eli.bennett@x.dummyjson.com,-15.022759,58.392572,Unknown,
52,Grace,Perry,26,female,grace.perry@x.dummyjson.com,-63.108401,-30.256437,Unknown,
53,Lucas,Gordon,35,male,lucas.gordon@x.dummyjson.com,-54.741494,-116.593511,Unknown,
54,Ava,Harrison,28,female,ava.harrison@x.dummyjson.com,-84.032892,-46.255902,Unknown,
55,Owen,Fisher,31,male,owen.fisher@x.dummyjson.com,79.330781,-13.162134,Unknown,
56,Samantha,Howard,30,female,samantha.howard@x.dummyjson.com,-30.25137,124.764848,Australia,
57,Nathan,Dixon,34,male,nathan.dixon@x.dummyjson.com,-15.794158,-83.214052,Unknown,
58,Bella,Grant,27,female,bella.grant@x.dummyjson.com,30.371676,-141.802948,Unknown,
59,Ethan,Fletcher,33,male,ethan.fletcher@x.dummyjson.com,29.411519,23.598322,Libya,sports-accessories
60,Lillian,Simmons,32,female,lillian.simmons@x.dummyjson.com,-78.054184,-159.412033,Unknown,
61,Mason,Pearson,28,male,mason.pearson@x.dummyjson.com,-38.914334,171.16941,Unknown,
62,Leah,Henderson,26,female,leah.henderson@x.dummyjson.com,24.228272,23.462478,Libya,
63,Logan,Lawson,33,male,logan.lawson@x.dummyjson.com,40.581664,146.441717,Unknown,
64,Avery,Barnes,29,female,avery.barnes@x.dummyjson.com,-5.728671,38.921097,Tanzania,
65,Caleb,Perkins,30,male,caleb.perkins@x.dummyjson.com,-25.994847,-147.135588,Unknown,
66,Aria,Ferguson,27,female,aria.ferguson@x.dummyjson.com,-66.092723,169.9952,Unknown,groceries
67,Gabriel,Hayes,34,male,gabriel.hayes@x.dummyjson.com,-25.766511,-76.004117,Unknown,
68,Layla,Sullivan,25,female,layla.sullivan@x.dummyjson.com,89.415268,-29.532108,Unknown,
69,Christopher,West,31,male,christopher.west@x.dummyjson.com,-82.516652,-147.519835,Unknown,
70,Zoe,Nicholson,32,female,zoe.nicholson@x.dummyjson.com,35.632082,127.968158,South Korea,
71,Nolan,Bryant,29,male,nolan.bryant@x.dummyjson.com,-87.184494,-137.530694,Unknown,
72,Victoria,McDonald,27,female,victoria.mcdonald@x.dummyjson.com,-72.323497,138.264727,Unknown,
73,Max,Russell,34,male,max.russell@x.dummyjson.com,27.088722,104.023237,China,
74,Penelope,Harper,28,female,penelope.harper@x.dummyjson.com,54.991384,14.355841,Unknown,
75,Ryan,Graham,31,male,ryan.graham@x.dummyjson.com,11.44191,-42.217944,Unknown,mens-shirts
76,Madeline,Simpson,26,female,madeline.simpson@x.dummyjson.com,-61.252684,-159.370289,Unknown,
77,Jonathan,Pierce,33,male,jonathan.pierce@x.dummyjson.com,-85.385955,-49.11738,Unknown,
78,Eleanor,Tyler,30,female,eleanor.tyler@x.dummyjson.com,51.5965,47.479982,Russia,
79,Isaac,Lawrence,32,male,isaac.lawrence@x.dummyjson.com,63.188944,-119.083714,Canada,
80,Hazel,Gardner,27,female,hazel.gardner@x.dummyjson.com,-9.898936,81.738951,Unknown,
81,Austin,Hudson,29,male,austin.hudson@x.dummyjson.com,-28.392471,-44.144328,Unknown,
82,Lillian,Bishop,26,female,lillian.bishop@x.dummyjson.com,39.203338,-68.447736,Unknown,
83,Dylan,Wells,34,male,dylan.wells@x.dummyjson.com,-82.623651,33.259567,Unknown,
84,Aaliyah,Hanson,28,female,aaliyah.hanson@x.dummyjson.com,15.832722,-148.237795,Unknown,
85,Cameron,Burke,31,male,cameron.burke@x.dummyjson.com,-64.736971,-145.00299,Unknown,
86,Nora,Mills,26,female,nora.mills@x.dummyjson.com,-21.747982,-17.382449,Unknown,vehicle
87,Hunter,Gordon,33,male,hunter.gordon@x.dummyjson.com,72.687425,145.404561,Russia,"womens-shoes, groceries, sunglasses"
88,Aubrey,Wagner,30,female,aubrey.wagner@x.dummyjson.com,-55.796433,-163.621876,Unknown,
89,Brayden,Fleming,32,male,brayden.fleming@x.dummyjson.com,-31.165455,80.818634,Unknown,
90,Scarlett,Bowman,27,female,scarlett.bowman@x.dummyjson.com,49.409345,-134.912011,Unknown,"mens-shoes, skin-care, tops"
91,Levi,Hicks,29,male,levi.hicks@x.dummyjson.com,43.752994,-60.845798,Unknown,
92,Autumn,Gomez,26,female,autumn.gomez@x.dummyjson.com,27.443768,-176.861979,Unknown,
93,Julian,Newton,34,male,julian.newton@x.dummyjson.com,37.071505,6.844804,Algeria,
94,Ruby,Andrews,28,female,ruby.andrews@x.dummyjson.com,17.888532,147.485554,Unknown,kitchen-accessories
95,Miles,Stevenson,31,male,miles.stevenson@x.dummyjson.com,87.914882,55.932358,Unknown,
96,Aurora,Lawson,26,female,aurora.lawson@x.dummyjson.com,83.417744,-7.933044,Unknown,
97,Oscar,Powers,33,male,oscar.powers@x.dummyjson.com,52.294653,-70.69936,Canada,
98,Clara,Berry,30,female,clara.berry@x.dummyjson.com,88.607515,92.692781,Unknown,
99,Gavin,Stanley,32,male,gavin.stanley@x.dummyjson.com,70.915423,-30.195987,Greenland,
100,Lila,Hudson,27,female,lila.hudson@x.dummyjson.com,-68.233207,-67.04255,Unknown,
101,Alice,Smith,28,female,alice.smith@x.dummyjson.com,-16.873954,118.766256,Unknown,
102,John,Doe,35,male,john.doe@x.dummyjson.com,-66.043758,-59.356632,Unknown,
103,Emily,Brown,42,female,emily.brown@x.dummyjson.com,-64.336051,135.876737,Unknown,
104,Michael,Johnson,24,male,michael.johnson@x.dummyjson.com,-79.040825,100.576804,Unknown,
105,Emma,Wilson,31,female,emma.wilson@x.dummyjson.com,64.320835,-25.984113,Unknown,
106,David,Martinez,39,male,david.martinez@x.dummyjson.com,-70.300461,-43.907001,Unknown,
107,Olivia,Anderson,29,female,olivia.anderson@x.dummyjson.com,-41.687661,162.81871,Unknown,
108,James,Garcia,45,male,james.garcia@x.dummyjson.com,18.738768,174.881955,Unknown,smartphones
109,Sophia,Jones,33,female,sophia.jones@x.dummyjson.com,3.39453,-101.97078,Unknown,
110,Daniel,Taylor,27,male,daniel.taylor@x.dummyjson.com,57.726676,172.872583,Unknown,
111,Isabella,Jackson,36,female,isabella.jackson@x.dummyjson.com,-67.335287,-128.480048,Unknown,
112,Alexander,Hernandez,41,male,alexander.hernandez@x.dummyjson.com,14.101714,-148.130379,Unknown,
113,Mia,Miller,25,female,mia.miller@x.dummyjson.com,-52.149832,-103.851339,Unknown,
114,Ethan,Thompson,32,male,ethan.thompson@x.dummyjson.com,17.032342,-23.993339,Unknown,
115,Charlotte,Davis,38,female,charlotte.davis@x.dummyjson.com,40.199624,-100.939984,United States,
116,William,Lopez,26,male,william.lopez@x.dummyjson.com,-86.122625,174.058446,Unknown,
117,Amelia,Perez,43,female,amelia.perez@x.dummyjson.com,-55.895738,-117.829232,Unknown,
118,Benjamin,Wilson,30,male,benjamin.wilson@x.dummyjson.com,25.447567,-84.61101,Unknown,"beauty, smartphones"
119,Liam,Gonzalez,34,male,liam.gonzalez@x.dummyjson.com,-7.51515,115.577498,Indonesia,
120,Evelyn,Walker,37,female,evelyn.walker@x.dummyjson.com,-62.62634,-47.556406,Unknown,
121,Ava,Harris,29,female,ava.harris@x.dummyjson.com,74.817644,15.72801,Unknown,
122,Liam,Smith,44,male,liam.smith@x.dummyjson.com,60.431607,37.172499,Russia,
123,Harper,King,23,female,harper.king@x.dummyjson.com,63.580461,20.01683,Sweden,
124,Noah,Lewis,39,male,noah.lewis@x.dummyjson.com,62.7964,-10.481867,Unknown,
125,Logan,Lee,45,male,logan.lee@x.dummyjson.com,-84.199564,-88.786066,Unknown,
126,Avery,Scott,27,female,avery.scott@x.dummyjson.com,-75.143865,147.08972,Unknown,
127,Mason,Wright,40,male,mason.wright@x.dummyjson.com,4.881216,95.227225,Indonesia,
128,Grace,Green,35,female,grace.green@x.dummyjson.com,42.451115,-141.959996,Unknown,
129,Lucas,Allen,26,male,lucas.allen@x.dummyjson.com,-75.052492,-97.743046,Unknown,
130,Chloe,Roberts,41,female,chloe.roberts@x.dummyjson.com,45.06526,172.773263,Unknown,
131,Jackson,Morales,33,male,jackson.morales@x.dummyjson.com,89.624584,-107.671084,Unknown,
132,Zoe,Bennett,28,female,zoe.bennett@x.dummyjson.com,69.750311,73.644612,Russia,
133,Carter,Rivera,37,male,carter.rivera@x.dummyjson.com,74.539668,-124.72219,Canada,
134,Nora,Russell,24,female,nora.russell@x.dummyjson.com,-79.430607,19.96758,Unknown,"sports-accessories, laptops"
135,Elijah,Cruz,29,male,elijah.cruz@x.dummyjson.com,19.529428,165.798169,Unknown,
136,Madison,Stewart,36,female,madison.stewart@x.dummyjson.com,-26.509663,-127.744698,Unknown,
137,Gabriel,Bailey,42,male,gabriel.bailey@x.dummyjson.com,-75.122944,-64.318724,Unknown,
138,Lily,Torres,31,female,lily.torres@x.dummyjson.com,62.991584,152.588663,Russia,
139,Elijah,Hill,26,male,elijah.hill@x.dummyjson.com,15.130769,31.685277,Sudan,
140,Hannah,Howard,35,female,hannah.howard@x.dummyjson.com,60.841918,105.608089,Russia,kitchen-accessories
141,Owen,Sullivan,43,male,owen.sullivan@x.dummyjson.com,-80.040112,51.292783,Unknown,kitchen-accessories
142,Aria,Parker,27,female,aria.parker@x.dummyjson.com,56.943768,41.212736,Russia,sports-accessories
143,Grayson,Coleman,30,male,grayson.coleman@x.dummyjson.com,45.278241,-118.657493,United States,
144,Ella,Cook,38,female,ella.cook@x.dummyjson.com,-71.093517,106.087919,Unknown,
145,Luke,Cooper,25,male,luke.cooper@x.dummyjson.com,-39.478613,-164.971685,Unknown,
146,Leah,Hughes,32,female,leah.hughes@x.dummyjson.com,-33.238059,-48.876125,Unknown,
147,Henry,Turner,44,male,henry.turner@x.dummyjson.com,-26.432988,79.850071,Unknown,beauty
148,Aurora,Barnes,29,female,aurora.barnes@x.dummyjson.com,-20.67407,107.281052,Unknown,
149,Wyatt,Perry,34,male,wyatt.perry@x.dummyjson.com,81.83425,32.721892,Unknown,
150,Stella,Morris,39,female,stella.morris@x.dummyjson.com,14.373938,-117.931737,Unknown,womens-bags
151,Nathan,Reed,28,male,nathan.reed@x.dummyjson.com,66.874876,-47.038037,Greenland,
152,Paisley,Bell,43,female,paisley.bell@x.dummyjson.com,-29.795045,-155.343108,Unknown,
153,Christian,Perez,31,male,christian.perez@x.dummyjson.com,16.612785,-157.687335,Unknown,
154,Bella,Gonzalez,26,female,bella.gonzalez@x.dummyjson.com,-63.953218,-179.352554,Unknown,
155,Nicholas,Edwards,41,male,nicholas.edwards@x.dummyjson.com,32.326166,-57.129602,Unknown,
156,Mila,Hernandez,33,female,mila.hernandez@x.dummyjson.com,89.661297,163.24939,Unknown,
157,Aaron,Cook,27,male,aaron.cook@x.dummyjson.com,-6.538887,-58.475605,Brazil,
158,Aubrey,Gutierrez,36,female,aubrey.gutierrez@x.dummyjson.com,-3.033666,-35.006014,Unknown,
159,Eli,Ward,30,male,eli.ward@x.dummyjson.com,-48.916279,-55.125238,Unknown,
160,Claire,Foster,29,female,claire.foster@x.dummyjson.com,-34.990544,5.238312,Unknown,womens-watches
161,James,Gonzales,44,male,james.gonzales@x.dummyjson.com,41.771503,-143.60333,Unknown,
162,Mateo,Bennett,28,male,mateo.bennett@x.dummyjson.com,81.588332,23.122562,Unknown,
163,Julian,James,24,male,julian.james@x.dummyjson.com,49.570683,99.890665,Mongolia,
164,Addison,Ward,29,female,addison.ward@x.dummyjson.com,-39.289112,46.108923,Unknown,
165,Leo,Rivera,36,male,leo.rivera@x.dummyjson.com,-68.346297,-105.349177,Unknown,
166,Elena,Long,42,female,elena.long@x.dummyjson.com,-59.16639,-110.237583,Unknown,
167,Evan,Wright,31,male,evan.wright@x.dummyjson.com,-4.634296,-76.469476,Peru,
168,Luna,Perez,26,female,luna.perez@x.dummyjson.com,-4.975011,-122.36835,Unknown,
169,Jaxon,Barnes,41,male,jaxon.barnes@x.dummyjson.com,-51.482246,69.659375,Unknown,
170,Penelope,King,33,female,penelope.king@x.dummyjson.com,69.798238,-23.843511,Greenland,sports-accessories
171,Connor,Baker,27,male,connor.baker@x.dummyjson.com,64.049998,17.631126,Sweden,
172,Ariana,Ross,36,female,ariana.ross@x.dummyjson.com,-39.772203,-90.030002,Unknown,groceries
173,Asher,Scott,30,male,asher.scott@x.dummyjson.com,-80.129031,-63.515107,Unknown,
174,Sadie,Morales,29,female,sadie.morales@x.dummyjson.com,1.624325,169.257306,Unknown,
175,Gabriel,Mitchell,44,male,gabriel.mitchell@x.dummyjson.com,77.328632,-179.958549,Unknown,
176,Aaliyah,Martinez,28,female,aaliyah.martinez@x.dummyjson.com,2.456241,-122.373016,Unknown,
177,Xavier,Wright,37,male,xavier.wright@x.dummyjson.com,-82.732098,-118.759483,Unknown,"vehicle, groceries, home-decoration"
178,Savannah,Gomez,25,female,savannah.gomez@x.dummyjson.com,17.437754,52.607007,Yemen,
179,Tyler,Davis,42,male,tyler.davis@x.dummyjson.com,-11.614709,-140.027621,Unknown,
180,Aurora,Rodriguez,31,female,aurora.rodriguez@x.dummyjson.com,11.918088,-78.222936,Unknown,
181,Brandon,Collins,26,male,brandon.collins@x.dummyjson.com,64.264679,174.078392,Russia,
182,Ellie,Stewart,41,female,ellie.stewart@x.dummyjson.com,-4.323913,-53.677351,Brazil,
183,Cameron,Perez,33,male,cameron.perez@x.dummyjson.com,46.602121,27.216432,Romania,
184,Natalie,Price,28,female,natalie.price@x.dummyjson.com,51.396873,-93.569135,Canada,
185,Henry,Adams,44,male,henry.adams@x.dummyjson.com,6.813674,-105.472209,Unknown,
186,Harper,Garcia,29,female,harper.garcia@x.dummyjson.com,87.610618,-10.758155,Unknown,
187,Zachary,Lee,36,male,zachary.lee@x.dummyjson.com,71.063285,15.925876,Unknown,
188,Aria,Flores,25,female,aria.flores@x.dummyjson.com,-88.3996,22.908268,Unknown,
189,Tristan,Scott,30,male,tristan.scott@x.dummyjson.com,41.054431,166.675065,Unknown,groceries
190,Leah,Gutierrez,31,female,leah.gutierrez@x.dummyjson.com,21.571413,-29.683505,Unknown,
191,Layla,Young,41,female,layla.young@x.dummyjson.com,27.700352,39.899995,Saudi Arabia,
192,Nolan,Gonzalez,33,male,nolan.gonzalez@x.dummyjson.com,46.482884,99.998177,Mongolia,
193,Hazel,Evans,28,female,hazel.evans@x.dummyjson.com,-51.810295,63.397461,Unknown,
194,Brayden,Hill,45,male,brayden.hill@x.dummyjson.com,-75.17099,-121.998953,Unknown,smartphones
195,Violet,Roberts,29,female,violet.roberts@x.dummyjson.com,-74.346078,-146.099155,Unknown,
196,Lucas,Ramirez,34,male,lucas.ramirez@x.dummyjson.com,25.678873,-49.347981,Unknown,
197,Eleanor,Collins,37,female,eleanor.collins@x.dummyjson.com,-41.260692,27.327538,Unknown,
198,Max,Parker,32,male,max.parker@x.dummyjson.com,-60.942128,-116.870235,Unknown,
199,Vivian,Carter,26,female,vivian.carter@x.dummyjson.com,-53.884404,-10.723838,Unknown,
200,Adrian,Flores,43,male,adrian.flores@x.dummyjson.com,48.779884,-84.200415,Canada,"groceries, sports-accessories"
201,Maya,Reed,29,female,maya.reed@x.dummyjson.com,-60.719414,-51.829096,Unknown,
202,Caleb,Nelson,36,male,caleb.nelson@x.dummyjson.com,-1.336275,52.740574,Unknown,womens-dresses
203,Nova,Cooper,31,female,nova.cooper@x.dummyjson.com,64.747296,148.357671,Russia,
204,Mateo,Perez,45,male,mateo.perez@x.dummyjson.com,23.706655,-56.346259,Unknown,
205,Aubrey,Garcia,28,female,aubrey.garcia@x.dummyjson.com,80.449539,-142.231527,Unknown,
206,Elena,Baker,34,female,elena.baker@x.dummyjson.com,30.069731,-118.879243,Unknown,
207,Jace,Smith,41,male,jace.smith@x.dummyjson.com,-64.699698,-99.677422,Unknown,
208,Samantha,Martinez,27,female,samantha.martinez@x.dummyjson.com,-89.0775,-81.825967,Unknown,
